 q [GeV].         V9(q) A3p=0*      V9(q)*         *[GeV^2]    
 0.0000000E0      1.6253061E-1     1.6253061E-1
 3.0150754E-2     1.6212384E-1     1.6211847E-1
 6.0301508E-2     1.6093029E-1     1.6090921E-1
 9.0452261E-2     1.5902594E-1     1.5897984E-1
 1.2060302E-1     1.5652459E-1     1.5644551E-1
 1.5075377E-1     1.5356213E-1     1.5344361E-1
 1.8090452E-1     1.5028030E-1     1.5011727E-1
 2.1105528E-1     1.4681294E-1     1.4660153E-1
 2.4120603E-1     1.4327643E-1     1.4301366E-1
 2.7135678E-1     1.3976471E-1     1.3944818E-1
 3.0150754E-1     1.3634809E-1     1.3597574E-1
 3.3165829E-1     1.3307484E-1     1.3264468E-1
 3.6180905E-1     1.2997427E-1     1.2948427E-1
 3.9195980E-1     1.2706052E-1     1.2650843E-1
 4.2211055E-1     1.2433626E-1     1.2371959E-1
 4.5226131E-1     1.2179601E-1     1.2111199E-1
 4.8241206E-1     1.1942902E-1     1.1867460E-1
 5.1256281E-1     1.1722148E-1     1.1639337E-1
 5.4271357E-1     1.1515828E-1     1.1425296E-1
 5.7286432E-1     1.1322422E-1     1.1223799E-1
 6.0301508E-1     1.1140494E-1     1.1033397E-1
 6.3316583E-1     1.0968742E-1     1.0852778E-1
 6.6331658E-1     1.0806026E-1     1.0680794E-1
 6.9346734E-1     1.0651381E-1     1.0516476E-1
 7.2361809E-1     1.0504005E-1     1.0359021E-1
 7.5376884E-1     1.0363247E-1     1.0207776E-1
 7.8391960E-1     1.0228585E-1     1.0062219E-1
 8.1407035E-1     1.0099598E-1     9.9219298E-2
 8.4422111E-1     9.9759468E-2     9.7865725E-2
 8.7437186E-1     9.8573525E-2     9.6558689E-2
 9.0452261E-1     9.7435762E-2     9.5295836E-2
 9.3467337E-1     9.6344069E-2     9.4075086E-2
 9.6482412E-1     9.5296500E-2     9.2894538E-2
 9.9497487E-1     9.4291205E-2     9.1752394E-2
 1.0251256E0     9.3326384E-2     9.0646917E-2
 1.0552764E0     9.2400259E-2     8.9576405E-2
 1.0854271E0     9.1511070E-2     8.8539184E-2
 1.1155779E0     9.0657067E-2     8.7533607E-2
 1.1457286E0     8.9836524E-2     8.6558063E-2
 1.1758794E0     8.9047743E-2     8.5610982E-2
 1.2060302E0     8.8289067E-2     8.4690850E-2
 1.2361809E0     8.7558892E-2     8.3796214E-2
 1.2663317E0     8.6855669E-2     8.2925695E-2
 1.2964824E0     8.6177920E-2     8.2077988E-2
 1.3266332E0     8.5524236E-2     8.1251870E-2
 1.3567839E0     8.4893283E-2     8.0446202E-2
 1.3869347E0     8.4283806E-2     7.9659926E-2
 1.4170854E0     8.3694626E-2     7.8892070E-2
 1.4472362E0     8.3124641E-2     7.8141738E-2
 1.4773869E0     8.2572822E-2     7.7408115E-2
 1.5075377E0     8.2038213E-2     7.6690455E-2
 1.5376884E0     8.1519927E-2     7.5988083E-2
 1.5678392E0     8.1017141E-2     7.5300386E-2
 1.5979899E0     8.0529092E-2     7.4626811E-2
 1.6281407E0     8.0055077E-2     7.3966858E-2
 1.6582915E0     7.9594442E-2     7.3320074E-2
 1.6884422E0     7.9146585E-2     7.2686054E-2
 1.7185930E0     7.8710947E-2     7.2064428E-2
 1.7487437E0     7.8287012E-2     7.1454864E-2
 1.7788945E0     7.7874301E-2     7.0857060E-2
 1.8090452E0     7.7472369E-2     7.0270742E-2
 1.8391960E0     7.7080803E-2     6.9695657E-2
 1.8693467E0     7.6699217E-2     6.9131577E-2
 1.8994975E0     7.6327252E-2     6.8578288E-2
 1.9296482E0     7.5964572E-2     6.8035593E-2
 1.9597990E0     7.5610861E-2     6.7503307E-2
 1.9899497E0     7.5265824E-2     6.6981255E-2
 2.0201005E0     7.4929181E-2     6.6469272E-2
 2.0502513E0     7.4600667E-2     6.5967199E-2
 2.0804020E0     7.4280034E-2     6.5474884E-2
 2.1105528E0     7.3967044E-2     6.4992179E-2
 2.1407035E0     7.3661470E-2     6.4518938E-2
 2.1708543E0     7.3363098E-2     6.4055019E-2
 2.2010050E0     7.3071721E-2     6.3600282E-2
 2.2311558E0     7.2787141E-2     6.3154588E-2
 2.2613065E0     7.2509169E-2     6.2717797E-2
 2.2914573E0     7.2237622E-2     6.2289771E-2
 2.3216080E0     7.1972324E-2     6.1870371E-2
 2.3517588E0     7.1713106E-2     6.1459458E-2
 2.3819095E0     7.1459802E-2     6.1056893E-2
 2.4120603E0     7.1212255E-2     6.0662535E-2
 2.4422111E0     7.0970310E-2     6.0276244E-2
 2.4723618E0     7.0733819E-2     5.9897878E-2
 2.5025126E0     7.0502635E-2     5.9527295E-2
 2.5326633E0     7.0276620E-2     5.9164353E-2
 2.5628141E0     7.0055636E-2     5.8808908E-2
 2.5929648E0     6.9839550E-2     5.8460818E-2
 2.6231156E0     6.9628233E-2     5.8119940E-2
 2.6532663E0     6.9421560E-2     5.7786129E-2
